brand,product_id,product_name,category,subcategory,domain,discounted_price,actual_price,discount_percentage,rating,rating_count,sales_proxy,rating_type,price_band
Syvo,B07N42JB4S,"SYVO WT 3130 Aluminum Tripod (133CM), Universal Lightweight Tripod with Mobile Phone Holder Mount & Carry Bag for All Smart Phones, Gopro, Cameras - Brown",Electronics,Cameras&Photography,Accessories,799.0,3990.0,80.0,4.3,27139.0,21684061.0,Great,Under 1000
Boult,B0B31BYXQQ,"Boult Audio Airbass Z20 True Wireless, 40H Battery Life, Zen ENC Mic, Type-C Lightning Boult Fast Charging (10Mins=100Mins), BoomX Tech Bass, ENC, IPX5 in Ear Earbuds with mic (Green)",Electronics,"Headphones,Earbuds&Accessories",Headphones,1399.0,5499.0,75.0,3.9,9504.0,13296096.0,Good,Budget
Sandisk,B07SLMR1K6,"SanDisk Ultra Flair 64GB USB 3.0 Pen Drive, Multicolor",Computers&Accessories,ExternalDevices&DataStorage,PenDrives,519.0,1350.0,62.0,4.3,30058.0,15600102.0,Great,Under 1000
Boat,B092X94QNQ,"boAt Rockerz 330 in-Ear Bluetooth Neckband with Upto 30 Hours Playtime, ASAP  Charge, Signature Sound, Dual Pairing & IPX5 with Mic (Active Black)",Electronics,"Headphones,Earbuds&Accessories",Headphones,1499.0,3990.0,62.0,4.1,109864.0,164686136.0,Great,Budget
Casio,B0846D5CBP,"Casio FX-991ES Plus-2nd Edition Scientific Calculator, Black",OfficeProducts,OfficeElectronics,Calculators,1295.0,1295.0,0.0,4.5,5760.0,7459200.0,Great,Budget
Tp-Link,B00KXULGJQ,"TP-Link AC750 Wifi Range Extender | Up to 750Mbps | Dual Band WiFi Extender, Repeater, Wifi Signal Booster, Access Point| Easy Set-Up | Extends Wifi to Smart Home & Alexa Devices (RE200)",Computers&Accessories,NetworkingDevices,Repeaters&Extenders,1889.0,5499.0,66.0,4.2,49551.0,93601839.0,Great,Budget
Boat,B08H9Z3XQW,boAt Bassheads 242 in Ear Wired Earphones with Mic(Blue),Electronics,"Headphones,Earbuds&Accessories",Headphones,455.0,1490.0,69.0,4.1,161677.0,73563035.0,Great,Under 1000
Digitek®,B08LPJZSSW,"DIGITEK® (DTR 260 GT) Gorilla Tripod/Mini 33 cm (13 Inch) Tripod for Mobile Phone with Phone Mount & Remote, Flexible Gorilla Stand for DSLR & Action Cameras",Electronics,Cameras&Photography,Accessories,399.0,995.0,60.0,3.9,21372.0,8527428.0,Good,Under 1000
Hp,B08CYPB15D,HP 805 Black Original Ink Cartridge,Computers&Accessories,"Printers,Inks&Accessories","Inks,Toners&Cartridges",717.0,761.0,6.0,4.0,7199.0,5161683.0,Good,Under 1000
Gizga,B00MFPCY5C,GIZGA essentials Universal Silicone Keyboard Protector Skin for 15.6-inches Laptop (5 x 6 x 3 inches),Computers&Accessories,Accessories&Peripherals,"Keyboards,Mice&InputDevices",39.0,299.0,87.0,3.5,15233.0,594087.0,Good,Under 1000
Sandisk,B07JJFSG2B,SanDisk Ultra 128 GB USB 3.0 Pen Drive (Black),Computers&Accessories,ExternalDevices&DataStorage,PenDrives,889.0,2500.0,64.0,4.3,55747.0,49559083.0,Great,Under 1000
Boult,B09NR6G588,"Boult Audio ZCharge Bluetooth Wireless in Ear Earphones with Mic, 40H Playtime and Super Fast Charging, Environmental Noise Cancellation for Pro+ Calling and IPX5 Water Resistant (Black)",Electronics,"Headphones,Earbuds&Accessories",Headphones,1199.0,4999.0,76.0,3.8,14961.0,17938239.0,Good,Budget
Dell,B07JPX9CR7,"Dell WM118 Wireless Mouse, 2.4 Ghz with USB Nano Receiver, Optical Tracking, 12-Months Battery Life, Ambidextrous, Pc/Mac/Laptop - Black.",Computers&Accessories,Accessories&Peripherals,"Keyboards,Mice&InputDevices",569.0,1299.0,56.0,4.4,9275.0,5277475.0,Great,Under 1000
Boult,B08D11DZ2W,"Boult Audio AirBass PowerBuds with Inbuilt Powerbank, 120H Total Playtime, IPX7 Fully Waterproof, Lightning Boult Type-C Fast Charging, Low Latency Gaming, TWS Earbuds with Pro+ Calling Mic (Black)",Electronics,"Headphones,Earbuds&Accessories",Headphones,1499.0,8999.0,83.0,3.7,28324.0,42457676.0,Good,Budget
Eveready,B07Q7561HD,Eveready 1015 Carbon Zinc AA Battery - 10 Pieces,Electronics,GeneralPurposeBatteries&BatteryChargers,DisposableBatteries,149.0,180.0,17.0,4.4,644.0,95956.0,Great,Under 1000
Zebronics,B0819HZPXL,Zebronics Zeb-Transformer-M Optical USB Gaming Mouse with LED Effect(Black),Computers&Accessories,Accessories&Peripherals,PCGamingPeripherals,399.0,549.0,27.0,4.4,18139.0,7237461.0,Great,Under 1000
Pidilite,B00LXTFMRS,"PIDILITE Fevicryl Acrylic Colours Sunflower Kit (10 Colors x 15 ml) DIY Paint, Rich Pigment, Non-Craking Paint for Canvas, Wood, Leather, Earthenware, Metal, Diwali Gifts for Diwali",Home&Kitchen,CraftMaterials,PaintingMaterials,191.0,225.0,15.0,4.4,7203.0,1375773.0,Great,Under 1000
Striff,B0B9LDCX89,"STRIFF Mpad Mouse Mat 230X190X3mm Gaming Mouse Pad, Non-Slip Rubber Base, Waterproof Surface, Premium-Textured, Compatible with Laser and Optical Mice(Universe Black)",Computers&Accessories,Accessories&Peripherals,"Keyboards,Mice&InputDevices",129.0,999.0,87.0,4.2,491.0,63339.0,Great,Under 1000
Gizga,B0765B3TH7,"Gizga Essentials Hard Drive Case Shell, 6.35cm/2.5-inch, Portable Storage Organizer Bag for Earphone USB Cable Power Bank Mobile Charger Digital Gadget Hard Disk, Water Resistance Material, Black",Computers&Accessories,Accessories&Peripherals,HardDiskBags,199.0,599.0,67.0,4.5,13568.0,2700032.0,Great,Under 1000
Boult,B0B1F6GQPS,"Boult Audio FXCharge with ENC, 32H Playtime, 5min=7H Type C Fast Charging, Zen ENC, 14.2 mm BoomX Rich Bass, IPX5, Bluetooth Wireless in Ear Earphones Neckband with mic (Black)",Electronics,"Headphones,Earbuds&Accessories",Headphones,999.0,4499.0,78.0,3.8,3390.0,3386610.0,Good,Under 1000
Boult,B07LG59NPV,"Boult Audio Probass Curve Bluetooth Wireless in Ear Earphones with Mic with Ipx5 Water Resistant, 12H Battery Life & Extra Bass (Black)",Electronics,"Headphones,Earbuds&Accessories",Headphones,899.0,4499.0,80.0,3.8,103052.0,92643748.0,Good,Under 1000
Casio,B00AXHBBXU,"Casio FX-82MS 2nd Gen Non-Programmable Scientific Calculator, 240 Functions and 2-line Display, Black",OfficeProducts,OfficeElectronics,Calculators,522.0,550.0,5.0,4.4,12179.0,6357438.0,Great,Under 1000
Tygot,B08MCD9JFY,"Tygot 10 Inches Big LED Ring Light for Camera, Phone tiktok YouTube Video Shooting and Makeup, 10"" inch Ring Light with 7 Feet Long Foldable and Lightweight Tripod Stand",Electronics,Cameras&Photography,Flashes,799.0,1999.0,60.0,3.8,12958.0,10353442.0,Good,Under 1000
Hp,B083RCTXLL,"HP X200 Wireless Mouse with 2.4 GHz Wireless connectivity, Adjustable DPI up to 1600, ambidextrous Design, and 18-Month Long Battery Life. 3-Years Warranty (6VY95AA)",Computers&Accessories,Accessories&Peripherals,"Keyboards,Mice&InputDevices",681.0,1199.0,43.0,4.2,8258.0,5623698.0,Great,Under 1000
Oakter,B08HLZ28QC,Oakter Mini UPS for 12V WiFi Router Broadband Modem | Backup Upto 4 Hours | WiFi Router UPS Power Backup During Power Cuts | UPS for 12V Router Broadband Modem | Current Surge & Deep Discharge Protection,Computers&Accessories,NetworkingDevices,Not Available,1199.0,3490.0,66.0,4.1,11716.0,14047484.0,Great,Budget
Tp-Link,B07GVR9TG7,"TP-Link Archer AC1200 Archer C6 Wi-Fi Speed Up to 867 Mbps/5 GHz + 400 Mbps/2.4 GHz, 5 Gigabit Ports, 4 External Antennas, MU-MIMO, Dual Band, WiFi Coverage with Access Point Mode, Black",Computers&Accessories,NetworkingDevices,Routers,2499.0,4999.0,50.0,4.4,35024.0,87524976.0,Great,Budget
Boat,B0856HY85J,"boAt Rockerz 550 Over Ear Bluetooth Headphones with Upto 20 Hours Playback, 50MM Drivers, Soft Padded Ear Cushions and Physical Noise Isolation, Without Mic (Black)",Electronics,"Headphones,Earbuds&Accessories",Headphones,1799.0,4999.0,64.0,4.1,55192.0,99290408.0,Great,Budget
Xiaomi,B07CD2BN46,Xiaomi Mi Wired in Ear Earphones with Mic Basic with Ultra Deep Bass & Aluminum Alloy Sound Chamber (Black),Electronics,"Headphones,Earbuds&Accessories",Headphones,429.0,599.0,28.0,4.1,119466.0,51250914.0,Great,Under 1000
Zodo,B07PLHTTB4,Zodo 8. 5 inch LCD E-Writer Electronic Writing Pad/Tablet Drawing Board (Paperless Memo Digital Tablet),Computers&Accessories,Accessories&Peripherals,"Keyboards,Mice&InputDevices",100.0,499.0,80.0,3.5,9638.0,963800.0,Good,Under 1000
Zebronics,B077T3BG5L,Zebronics ZEB-KM2100 Multimedia USB Keyboard Comes with 114 Keys Including 12 Dedicated Multimedia Keys & with Rupee Key,Computers&Accessories,Accessories&Peripherals,"Keyboards,Mice&InputDevices",329.0,399.0,18.0,3.6,33735.0,11098815.0,Good,Under 1000
Zebronics,B079Y6JZC8,"ZEBRONICS Zeb-Comfort Wired USB Mouse, 3-Button, 1000 DPI Optical Sensor, Plug & Play, for Windows/Mac, Black",Computers&Accessories,Accessories&Peripherals,"Keyboards,Mice&InputDevices",139.0,299.0,54.0,3.8,3044.0,423116.0,Good,Under 1000
Boat,B0856HNMR7,"boAt Rockerz 370 On Ear Bluetooth Headphones with Upto 12 Hours Playtime, Cozy Padded Earcups and Bluetooth v5.0, with Mic (Buoyant Black)",Electronics,"Headphones,Earbuds&Accessories",Headphones,1199.0,2499.0,52.0,4.0,33584.0,40267216.0,Good,Budget
Zebronics,B0B12K5BPM,"ZEBRONICS Zeb-Astra 20 Wireless BT v5.0 Portable Speaker with 10W RMS Output, TWS, 10H Backup Approx, Built in Rechargeable Battery FM Radio, AUX, mSD, USB, Call Function and Dual 52mm Drivers Multi",Electronics,HomeAudio,Speakers,1049.0,2299.0,54.0,3.9,1779.0,1866171.0,Good,Budget
Panasonic,B00LVMTA2A,Panasonic CR-2032/5BE Lithium Coin Battery - Pack of 5,Electronics,GeneralPurposeBatteries&BatteryChargers,Not Available,225.0,250.0,10.0,4.4,26556.0,5975100.0,Great,Under 1000
Memeho®,B07TR5HSR9,MemeHo® Smart Standard Multi-Purpose Laptop Table with Dock Stand/Study Table/Bed Table/Foldable and Portable/Ergonomic & Rounded Edges/Non-Slip Legs/Engineered Wood with Cup Holder (Black),Computers&Accessories,Accessories&Peripherals,LaptopAccessories,656.0,1499.0,56.0,4.3,25903.0,16992368.0,Great,Under 1000
Sandisk,B0819ZZK5K,"SanDisk Ultra Dual Drive Go USB Type C Pendrive for Mobile (Black, 128 GB, 5Y - SDDDC3-128G-I35)",Computers&Accessories,ExternalDevices&DataStorage,PenDrives,1109.0,2800.0,60.0,4.3,53464.0,59291576.0,Great,Budget
Tizum,B08QJJCY2Q,"Tizum Mouse Pad/ Computer Mouse Mat with Anti-Slip Rubber Base | Smooth Mouse Control | Spill-Resistant Surface for Laptop, Notebook, MacBook, Gaming, Laser/ Optical Mouse, 9.4”x 7.9”, Multicolored",Computers&Accessories,Accessories&Peripherals,"Keyboards,Mice&InputDevices",169.0,299.0,43.0,4.4,5176.0,874744.0,Great,Under 1000
Epson,B07L5L4GTB,Epson 003 65 ml for EcoTank L1110/L3100/L3101/L3110/L3115/L3116/L3150/L3151/L3152/L3156/L5190 Black Ink Bottle,Computers&Accessories,"Printers,Inks&Accessories","Inks,Toners&Cartridges",309.0,404.0,24.0,4.4,8614.0,2661726.0,Great,Under 1000
Zebronics,B07L8KNP5F,"ZEBRONICS Zeb-Thunder Bluetooth Wireless Over Ear Headphone FM, mSD, 9 hrs Playback with Mic (Black)",Electronics,"Headphones,Earbuds&Accessories",Headphones,599.0,1399.0,57.0,3.8,60026.0,35955574.0,Good,Under 1000
Quantum,B08CF4SCNP,"Quantum QHM-7406 Full-Sized Keyboard with (₹) Rupee Symbol, Hotkeys and 3-pieces LED function for Desktop/Laptop/Smart TV Spill-Resistant Wired USB Keyboard with 10 million keystrokes lifespan (Black)",Computers&Accessories,Accessories&Peripherals,"Keyboards,Mice&InputDevices",299.0,599.0,50.0,3.8,3066.0,916734.0,Good,Under 1000
Striff,B09XX51X2G,"STRIFF Laptop Tabletop Stand, Fold-Up, Adjustable, Ventilated, Portable Holder for Desk, Aluminum Foldable Laptop Ergonomic Compatibility with up to 15.6-inch Laptop, All Mac, Tab, and Mobile (Silver)",Computers&Accessories,Accessories&Peripherals,LaptopAccessories,449.0,999.0,55.0,4.0,2102.0,943798.0,Good,Under 1000
Logitech,B01M72LILF,"Logitech M221 Wireless Mouse, Silent Buttons, 2.4 GHz with USB Mini Receiver, 1000 DPI Optical Tracking, 18-Month Battery Life, Ambidextrous PC / Mac / Laptop - Charcoal Grey",Computers&Accessories,Accessories&Peripherals,"Keyboards,Mice&InputDevices",799.0,1295.0,38.0,4.4,34852.0,27846748.0,Great,Under 1000
Classmate,B00LZLQ624,"Classmate Soft Cover 6 Subject Spiral Binding Notebook, Single Line, 300 Pages",OfficeProducts,OfficePaperProducts,Paper,157.0,160.0,2.0,4.5,8618.0,1353026.0,Great,Under 1000
Hp,B09GB5B4BK,"HP 150 Wireless USB Mouse with Ergonomic and ambidextrous Design, 1600 DPI Optical Tracking, 2.4 GHz Wireless connectivity, Dual-Function Scroll Wheel and 12 Month Long Battery Life. 3-Years Warranty.",Computers&Accessories,Accessories&Peripherals,"Keyboards,Mice&InputDevices",599.0,899.0,33.0,4.0,4018.0,2406782.0,Good,Under 1000
Duracell,B015ZXUDD0,"Duracell Rechargeable AA 1300mAh Batteries, 4Pcs",Electronics,GeneralPurposeBatteries&BatteryChargers,RechargeableBatteries,479.0,599.0,20.0,4.3,11687.0,5598073.0,Great,Under 1000
Boat,B09PL79D2X,"boAt Airdopes 181 in-Ear True Wireless Earbuds with ENx  Tech, Beast  Mode(Low Latency Upto 60ms) for Gaming, with Mic, ASAP  Charge, 20H Playtime, Bluetooth v5.2, IPX4 & IWP (Cool Grey)",Electronics,"Headphones,Earbuds&Accessories",Headphones,1598.0,2990.0,47.0,3.8,11015.0,17601970.0,Good,Budget
Tp-Link,B098K3H92Z,"TP-Link USB Bluetooth Adapter for PC, 5.0 Bluetooth Dongle Receiver (UB500) Supports Windows 11/10/8.1/7 for Desktop, Laptop, Mouse, Keyboard, Printers, Headsets, Speakers, PS4/ Xbox Controllers",Computers&Accessories,NetworkingDevices,NetworkAdapters,599.0,899.0,33.0,4.3,95116.0,56974484.0,Great,Under 1000
Sandisk,B084PJSSQ1,"SanDisk Ultra Dual Drive Luxe USB Type C Flash Drive (Silver, 128 GB, 5Y - SDDDC4-128G-I35)",Computers&Accessories,ExternalDevices&DataStorage,PenDrives,1299.0,3000.0,57.0,4.3,23022.0,29905578.0,Great,Budget
Rts,B097C564GC,"rts [2 Pack] Mini USB C Type C Adapter Plug, Type C Female to USB A Male Charger Charging Cable Adapter Converter compatible for iPhone, Samsung S20 ultra/S21/S10/S8/S9/MacBook Pro iPad Silver",Computers&Accessories,Accessories&Peripherals,Adapters,294.0,4999.0,94.0,4.3,4426.0,1301244.0,Great,Under 1000
Hp,B08CYNJ5KY,HP 682 Black Original Ink Cartridge,Computers&Accessories,"Printers,Inks&Accessories","Inks,Toners&Cartridges",828.0,861.0,4.0,4.2,4567.0,3781476.0,Great,Under 1000
Logitech,B00Y4ORQ46,Logitech H111 Wired On Ear Headphones With Mic Black,Electronics,"Headphones,Earbuds&Accessories",Headphones,745.0,795.0,6.0,4.0,13797.0,10278765.0,Good,Under 1000
Digitek,B074CWD7MS,"Digitek DTR 550 LW (67 Inch) Tripod For DSLR, Camera |Operating Height: 5.57 Feet | Maximum Load Capacity up to 4.5kg | Portable Lightweight Aluminum Tripod with 360 Degree Ball Head | Carry Bag Included (Black) (DTR 550LW)",Electronics,Cameras&Photography,Accessories,1549.0,2495.0,38.0,4.4,15137.0,23447213.0,Great,Budget
Tp-Link,B00A0VCJPI,"TP-Link TL-WA850RE Single_Band 300Mbps RJ45 Wireless Range Extender, Broadband/Wi-Fi Extender, Wi-Fi Booster/Hotspot with 1 Ethernet Port, Plug and Play, Built-in Access Point Mode, White",Computers&Accessories,NetworkingDevices,Repeaters&Extenders,1469.0,2499.0,41.0,4.2,156638.0,230101222.0,Great,Budget
Coi,B00UGZWM2I,COI Note Pad/Memo Book with Sticky Notes & Clip Holder with Pen for Gifting,OfficeProducts,OfficePaperProducts,Paper,198.0,800.0,75.0,4.1,9344.0,1850112.0,Great,Under 1000
Fujifilm,B00R1P3B4O,Fujifilm Instax Mini Single Pack 10 Sheets Instant Film for Fuji Instant Cameras,Electronics,Cameras&Photography,Accessories,549.0,549.0,0.0,4.5,4875.0,2676375.0,Great,Under 1000
Samsung,B09DG9VNWB,"Samsung Galaxy Watch4 Bluetooth(4.4 cm, Black, Compatible with Android only)",Electronics,WearableTechnology,SmartWatches,12000.0,29999.0,60.0,4.3,4744.0,56928000.0,Great,Premium
Noise,B09Y5MP7C4,"Noise Buds Vs104 Bluetooth Truly Wireless in Ear Earbuds with Mic, 30-Hours of Playtime, Instacharge, 13Mm Driver and Hyper Sync (Charcoal Black)",Electronics,"Headphones,Earbuds&Accessories",Headphones,1299.0,3499.0,63.0,3.9,12452.0,16175148.0,Good,Budget
Duracell,B01DJJVFPC,"Duracell Ultra Alkaline AAA Battery, 8 Pcs",Electronics,GeneralPurposeBatteries&BatteryChargers,DisposableBatteries,269.0,315.0,15.0,4.5,17810.0,4790890.0,Great,Under 1000
Jbl,B07DFYJRQV,"JBL C200SI, Premium in Ear Wired Earphones with Mic, Signature Sound, One Button Multi-Function Remote, Angled Earbuds for Comfort fit (Blue)",Electronics,"Headphones,Earbuds&Accessories",Headphones,799.0,1499.0,47.0,4.1,53648.0,42864752.0,Great,Under 1000
Acer,B08L879JSN,"Acer EK220Q 21.5 Inch (54.61 cm) Full HD (1920x1080) VA Panel LCD Monitor with LED Back Light I 250 Nits I HDMI, VGA Ports I Eye Care Features Like Bluelight Shield, Flickerless & Comfy View (Black)",Computers&Accessories,Monitors,Not Available,6299.0,13750.0,54.0,4.2,2014.0,12686186.0,Great,Budget
E-Cosmos,B08TDJNM3G,"E-COSMOS 5V 1.2W Portable Flexible USB LED Light (Colors May Vary, Small) - Set of 2 Pieces",Computers&Accessories,Accessories&Peripherals,USBGadgets,59.0,59.0,0.0,3.8,5958.0,351522.0,Good,Under 1000
Boat,B06XSK3XL6,boAt Dual Port Rapid Car Charger (Qualcomm Certified) with Quick Charge 3.0 + Free Micro USB Cable - (Black),Electronics,Mobiles&Accessories,MobileAccessories,571.0,999.0,43.0,4.3,38221.0,21824191.0,Great,Under 1000
Zebronics,B07YNTJ8ZM,"Zebronics ZEB-COUNTY 3W Wireless Bluetooth Portable Speaker With Supporting Carry Handle, USB, SD Card, AUX, FM & Call Function. (Green)",Electronics,HomeAudio,Speakers,549.0,999.0,45.0,3.9,64705.0,35523045.0,Good,Under 1000
Zebronics,B07KR5P3YD,Zebronics Wired Keyboard and Mouse Combo with 104 Keys and a USB Mouse with 1200 DPI - JUDWAA 750,Computers&Accessories,Accessories&Peripherals,"Keyboards,Mice&InputDevices",448.0,699.0,36.0,3.9,17348.0,7771904.0,Good,Under 1000
Jbl,B08FB2LNSZ,"JBL Tune 215BT, 16 Hrs Playtime with Quick Charge, in Ear Bluetooth Wireless Earphones with Mic, 12.5mm Premium Earbuds with Pure Bass, BT 5.0, Dual Pairing, Type C & Voice Assistant Support (Black)",Electronics,"Headphones,Earbuds&Accessories",Headphones,1499.0,2999.0,50.0,3.7,87798.0,131609202.0,Good,Budget
Gizga,B01IBRHE3E,"Gizga Essentials Professional 3-in-1 Cleaning Kit for Camera, Lens, Binocular, Laptop, TV, Monitor, Smartphone, Tablet (Includes: Cleaning Liquid 100ml, Plush Microfiber Cloth, Dust Removal Brush)",Electronics,Cameras&Photography,Accessories,299.0,499.0,40.0,4.2,24432.0,7305168.0,Great,Under 1000
Sandisk,B01N6LU1VF,SanDisk Ultra Dual 64 GB USB 3.0 OTG Pen Drive (Black),Computers&Accessories,ExternalDevices&DataStorage,PenDrives,579.0,1400.0,59.0,4.3,189104.0,109491216.0,Great,Under 1000
Tp-Link,B07XLML2YS,TP-Link Tapo 360° 2MP 1080p Full HD Pan/Tilt Home Security Wi-Fi Smart Camera| Alexa Enabled| 2-Way Audio| Night Vision| Motion Detection| Sound and Light Alarm| Indoor CCTV (Tapo C200) White,Electronics,Cameras&Photography,SecurityCameras,2499.0,3299.0,24.0,4.2,93112.0,232686888.0,Great,Budget
Boat,B086WMSCN3,"boAt Airdopes 171 in Ear Bluetooth True Wireless Earbuds with Upto 13 Hours Battery, IPX4, Bluetooth v5.0, Dual Tone Finish with Mic (Mysterious Blue)",Electronics,"Headphones,Earbuds&Accessories",Headphones,1199.0,5999.0,80.0,3.9,47521.0,56977679.0,Good,Budget
Duracell,B003B00484,Duracell Plus AAA Rechargeable Batteries (750 mAh) Pack of 4,Electronics,GeneralPurposeBatteries&BatteryChargers,RechargeableBatteries,399.0,499.0,20.0,4.3,27201.0,10853199.0,Great,Under 1000
Logitech,B003L62T7W,"Logitech B100 Wired USB Mouse, 3 yr Warranty, 800 DPI Optical Tracking, Ambidextrous PC/Mac/Laptop - Black",Computers&Accessories,Accessories&Peripherals,"Keyboards,Mice&InputDevices",279.0,375.0,26.0,4.3,31534.0,8797986.0,Great,Under 1000
Noise,B09P18XVW6,"Noise Pulse Buzz 1.69"" Bluetooth Calling Smart Watch with Call Function, 150 Watch Faces, 60 Sports Modes, Spo2 & Heart Rate Monitoring, Calling Smart Watch for Men & Women - Jet Black",Electronics,WearableTechnology,SmartWatches,2499.0,4999.0,50.0,3.9,7571.0,18919929.0,Good,Budget
Classmate,B00LZLPYHW,"Classmate 2100117 Soft Cover 6 Subject Spiral Binding Notebook, Single Line, 300 Pages",OfficeProducts,OfficePaperProducts,Paper,137.0,160.0,14.0,4.4,6537.0,895569.0,Great,Under 1000
Aircase,B00NNQMYNE,"AirCase Rugged Hard Drive Case for 2.5-inch Western Digital, Seagate, Toshiba, Portable Storage Shell for Gadget Hard Disk USB Cable Power Bank Mobile Charger Earphone, Waterproof (Black)",Computers&Accessories,Accessories&Peripherals,HardDiskBags,299.0,499.0,40.0,4.5,21010.0,6281990.0,Great,Under 1000
Noise,B0B217Z5VK,"Noise Buds VS402 Truly Wireless in Ear Earbuds, 35-Hours of Playtime, Instacharge, Quad Mic with ENC, Hyper Sync, Low Latency, 10mm Driver, Bluetooth v5.3 and Breathing LED Lights (Neon Black)",Electronics,"Headphones,Earbuds&Accessories",Headphones,1799.0,3999.0,55.0,3.9,3517.0,6327083.0,Good,Budget
Jbl,B07B88KQZ8,"JBL Go 2, Wireless Portable Bluetooth Speaker with Mic, JBL Signature Sound, Vibrant Color Options with IPX7 Waterproof & AUX (Blue)",Electronics,HomeAudio,Speakers,1999.0,2999.0,33.0,4.3,63899.0,127734101.0,Great,Budget
Robustrion,B07Z3K96FR,Robustrion Tempered Glass Screen Protector for iPad 10.2 inch 9th Gen Generation 2021 8th Gen 2020 7th Gen 2019,Computers&Accessories,Accessories&Peripherals,TabletAccessories,399.0,1499.0,73.0,4.1,5730.0,2286270.0,Great,Under 1000
Redgear,B0756CLQWL,"Redgear Pro Wireless Gamepad with 2.4GHz Wireless Technology, Integrated Dual Intensity Motor, Illuminated Keys for PC(Compatible with Windows 7/8/8.1/10 only)",Computers&Accessories,Accessories&Peripherals,PCGamingPeripherals,1699.0,3999.0,58.0,4.2,25488.0,43304112.0,Great,Budget
Logitech,B004IO5BMQ,"Logitech M235 Wireless Mouse, 1000 DPI Optical Tracking, 12 Month Life Battery, Compatible with Windows, Mac, Chromebook/PC/Laptop",Computers&Accessories,Accessories&Peripherals,"Keyboards,Mice&InputDevices",699.0,995.0,30.0,4.5,54405.0,38029095.0,Great,Under 1000
Tp-Link,B01HGCLUH6,TP-link N300 WiFi Wireless Router TL-WR845N | 300Mbps Wi-Fi Speed | Three 5dBi high gain Antennas | IPv6 Compatible | AP/RE/WISP Mode | Parental Control | Guest Network,Computers&Accessories,NetworkingDevices,Routers,1149.0,1699.0,32.0,4.2,122478.0,140727222.0,Great,Budget
Logitech,B01N4EV2TL,"Logitech MK240 Nano Wireless USB Keyboard and Mouse Set, 12 Function Keys 2.4GHz Wireless, 1000DPI, Spill-Resistant Design, PC/Mac, Black/Chartreuse Yellow",Computers&Accessories,Accessories&Peripherals,"Keyboards,Mice&InputDevices",1495.0,1995.0,25.0,4.3,7241.0,10825295.0,Great,Budget
Callas,B08MZQBFLN,"Callas Multipurpose Foldable Laptop Table with Cup Holder | Drawer | Mac Holder | Table Holder Study Table, Breakfast Table, Foldable and Portable/Ergonomic & Rounded Edges/Non-Slip Legs (WA-27-Black)",Computers&Accessories,Accessories&Peripherals,LaptopAccessories,849.0,4999.0,83.0,4.0,20457.0,17367993.0,Good,Under 1000
Casio,B0752LL57V,Casio MJ-12D 150 Steps Check and Correct Desktop Calculator,OfficeProducts,OfficeElectronics,Calculators,440.0,440.0,0.0,4.5,8610.0,3788400.0,Great,Under 1000
Amazon,B09Z28BQZT,"Amazon Basics Multipurpose Foldable Laptop Table with Cup Holder, Brown",Computers&Accessories,Accessories&Peripherals,LaptopAccessories,599.0,3999.0,85.0,3.9,1087.0,651113.0,Good,Under 1000
Kanget,B094DQWV9B,"Kanget [2 Pack] Type C Female to USB A Male Charger | Charging Cable Adapter Converter compatible for iPhone 14, 13, 12,11 Pro Max/Mini/XR/XS/X/SE, Samsung S20 ultra/S21/S10/S8/S9/MacBook Pro iPad (Grey)",Computers&Accessories,Accessories&Peripherals,Adapters,149.0,399.0,63.0,4.0,1540.0,229460.0,Good,Under 1000
Amazon,B0BBMPH39N,"Amazon Basics Magic Slate 8.5-inch LCD Writing Tablet with Stylus Pen, for Drawing, Playing, Noting by Kids & Adults, Black",Computers&Accessories,Accessories&Peripherals,"Keyboards,Mice&InputDevices",289.0,999.0,71.0,4.1,401.0,115889.0,Great,Under 1000
Zebronics,B097JQ1J5G,"Zebronics ZEB-90HB USB Hub, 4 Ports, Pocket Sized, Plug & Play, for Laptop & Computers",Computers&Accessories,Accessories&Peripherals,USBHubs,179.0,499.0,64.0,3.4,9385.0,1679915.0,Good,Under 1000
Noise,B07YY1BY5B,"Noise ColorFit Pro 2 Full Touch Control Smart Watch with 35g Weight & Upgraded LCD Display,IP68 Waterproof,Heart Rate Monitor,Sleep & Step Tracker,Call & Message Alerts & Long Battery Life (Jet Black)",Electronics,WearableTechnology,SmartWatches,1499.0,4999.0,70.0,4.0,92588.0,138789412.0,Good,Budget
Zebronics,B08VRMK55F,"Zebronics Zeb Buds C2 in Ear Type C Wired Earphones with Mic, Braided 1.2 Metre Cable, Metallic Design, 10mm Drivers, in Line Mic & Volume Controller (Blue)",Electronics,"Headphones,Earbuds&Accessories",Headphones,399.0,699.0,43.0,3.4,3454.0,1378146.0,Good,Under 1000
Redgear,B08CHZ3ZQ7,"Redgear A-15 Wired Gaming Mouse with Upto 6400 DPI, RGB & Driver Customization for PC(Black)",Computers&Accessories,Accessories&Peripherals,PCGamingPeripherals,599.0,799.0,25.0,4.3,15790.0,9458210.0,Great,Under 1000
Jbl,B08SCCG9D4,"JBL Commercial CSLM20B Auxiliary Omnidirectional Lavalier Microphone with Battery for Content Creation, Voiceover/Dubbing, Recording (Black,Small)",Computers&Accessories,Accessories&Peripherals,Audio&VideoAccessories,949.0,2000.0,53.0,3.9,14969.0,14205581.0,Good,Under 1000
