brand,product_id,product_name,category,subcategory,domain,discounted_price,actual_price,discount_percentage,rating,rating_count,sales_proxy,rating_type,price_band
Iqoo,B07WDKLRM4,"iQOO Z6 44W by vivo (Lumina Blue, 4GB RAM, 128GB Storage) | 6.44"" FHD+ AMOLED Display | 50% Charge in just 27 mins | in-Display Fingerprint Scanning",Electronics,Mobiles&Accessories,Smartphones&BasicMobiles,13999.0,19999.0,30.0,4.1,19252.0,269508748.0,Great,Premium
Fire-Boltt,B0BP18W8TM,"Fire-Boltt Gladiator 1.96"" Biggest Display Smart Watch with Bluetooth Calling, Voice Assistant &123 Sports Modes, 8 Unique UI Interactions, SpO2, 24/7 Heart Rate Tracking",Electronics,WearableTechnology,SmartWatches,3999.0,9999.0,60.0,4.4,73.0,291927.0,Great,Budget
Striff,B07GXHC691,"STRIFF PS2_01 Multi Angle Mobile/Tablet Tabletop Stand. Phone Holder for iPhone, Android, Samsung, OnePlus, Xiaomi. Portable, Foldable Cell Phone Stand. Perfect for Bed, Office, Home & Desktop (Black)",Electronics,Mobiles&Accessories,MobileAccessories,99.0,499.0,80.0,4.3,42641.0,4221459.0,Great,Under 1000
Samsung,B08FN6WGDQ,"Samsung Galaxy Buds Live Bluetooth Truly Wireless in Ear Earbuds with Mic, Upto 21 Hours Playtime, Mystic Black",Electronics,"Headphones,Earbuds&Accessories",Headphones,4790.0,15990.0,70.0,4.0,4390.0,21028100.0,Good,Budget
Oneplus,B0B3D39RKV,"OnePlus Nord 2T 5G (Jade Fog, 12GB RAM, 256GB Storage)",Electronics,Mobiles&Accessories,Smartphones&BasicMobiles,33999.0,33999.0,0.0,4.3,17415.0,592092585.0,Great,Expensive
Sounce,B085HY1DGR,Sounce Spiral Charger Cable Protector Data Cable Saver Charging Cord Protective Cable Cover Headphone MacBook Laptop Earphone Cell Phone Set of 3 (Cable Protector (12 Units)),Computers&Accessories,Accessories&Peripherals,Cables&Accessories,99.0,999.0,90.0,4.0,1396.0,138204.0,Good,Under 1000
Ptron,B08D75R3Z1,"PTron Boom Ultima 4D Dual Driver, in-Ear Gaming Wired Headphones with in-line Mic, Volume Control & Passive Noise Cancelling Boom 3 Earphones - (Dark Blue)",Electronics,"Headphones,Earbuds&Accessories",Headphones,299.0,1900.0,84.0,3.6,18202.0,5442398.0,Good,Under 1000
Samsung,B0B4F2TTTS,"Samsung Galaxy M13 (Aqua Green, 4GB, 64GB Storage) | 6000mAh Battery | Upto 8GB RAM with RAM Plus",Electronics,Mobiles&Accessories,Smartphones&BasicMobiles,10999.0,14999.0,27.0,4.1,18998.0,208959002.0,Great,Premium
Oneplus,B09WRMNJ9G,"OnePlus 10R 5G (Forest Green, 8GB RAM, 128GB Storage, 80W SuperVOOC)",Electronics,Mobiles&Accessories,Smartphones&BasicMobiles,34999.0,38999.0,10.0,4.2,11029.0,386003971.0,Great,Expensive
Samsung,B0B14MR9L1,"Samsung Galaxy M33 5G (Emerald Brown, 6GB, 128GB Storage) | 6000mAh Battery | Upto 12GB RAM with RAM Plus | Travel Adapter to be Purchased Separately",Electronics,Mobiles&Accessories,Smartphones&BasicMobiles,16999.0,24999.0,32.0,4.1,22318.0,379383682.0,Great,Premium
Ambrane,B09ZPL5VYM,"Ambrane Mobile Holding Stand, 180° Perfect View, Height Adjustment, Wide Compatibility, Multipurpose, Anti-Skid Design (Twistand, Black)",Electronics,Mobiles&Accessories,MobileAccessories,199.0,499.0,60.0,4.1,1786.0,355414.0,Great,Under 1000
Ambrane,B0993BB11X,"Ambrane 10000mAh Slim Power Bank, 20W Fast Charging, Dual Output, Type C PD (Input & Output), Quick Charge, Li-Polymer, Multi-Layer Protection for iPhone, Anrdoid & Other Devices (Stylo 10K, Black)",Electronics,Mobiles&Accessories,MobileAccessories,999.0,1599.0,38.0,4.0,7222.0,7214778.0,Good,Under 1000
Nokia,B09V2PZDX8,"Nokia 105 Single SIM, Keypad Mobile Phone with Wireless FM Radio | Blue",Electronics,Mobiles&Accessories,Smartphones&BasicMobiles,1299.0,1599.0,19.0,4.0,128311.0,166675989.0,Good,Budget
Ptron,B085W8CFLH,"PTron Tangent Lite Bluetooth 5.0 Earphones with Mic, Hi-Fi Stereo Sound Neckband, 8Hrs Playtime, Lightweight Snug-fit in-Ear Headphones, IPX4 Water Resistant, Fast Charge & Voice Assistant (Black)",Electronics,"Headphones,Earbuds&Accessories",Headphones,599.0,1800.0,67.0,3.5,83996.0,50313604.0,Good,Under 1000
Samsung,B09MT6XSFW,"Samsung EVO Plus 64GB microSDXC UHS-I U1 130MB/s Full HD & 4K UHD Memory Card with Adapter (MB-MC64KA), Blue",Electronics,Accessories,MemoryCards,599.0,1899.0,68.0,4.3,140036.0,83881564.0,Great,Under 1000
Ambrane,B07RD611Z8,"Ambrane 20000mAh Power Bank with 20W Fast Charging, Triple Output, Power Delivery, Type C Input, Made in India, Multi-Layer Protection, Li-Polymer + Type C Cable (Stylo-20k, Black)",Electronics,Mobiles&Accessories,MobileAccessories,1799.0,2499.0,28.0,4.1,18678.0,33601722.0,Great,Budget
Samsung,B0B4F52B5X,"Samsung Galaxy M13 (Midnight Blue, 4GB, 64GB Storage) | 6000mAh Battery | Upto 8GB RAM with RAM Plus",Electronics,Mobiles&Accessories,Smartphones&BasicMobiles,10999.0,14999.0,27.0,4.1,18998.0,208959002.0,Great,Premium
Boat,B096VF5YYF,"boAt Xtend Smartwatch with Alexa Built-in, 1.69” HD Display, Multiple Watch Faces, Stress Monitor, Heart & SpO2 Monitoring, 14 Sports Modes, Sleep Monitor, 5 ATM & 7 Days Battery(Pitch Black)",Electronics,WearableTechnology,SmartWatches,2999.0,7990.0,62.0,4.1,48449.0,145298551.0,Great,Budget
Boat,B0B5D39BCD,"boAt Wave Call Smart Watch, Smart Talk with Advanced Dedicated Bluetooth Calling Chip, 1.69” HD Display with 550 NITS & 70% Color Gamut, 150+ Watch Faces, Multi-Sport Modes, HR, SpO2, IP68(Deep Blue)",Electronics,WearableTechnology,SmartWatches,1999.0,7990.0,75.0,3.8,17831.0,35644169.0,Good,Budget
Mi,B09XBJ1CTN,MI Xiaomi 22.5W Fast USB Type C Charger Combo for Tablets - White,Electronics,Mobiles&Accessories,MobileAccessories,649.0,999.0,35.0,4.2,1315.0,853435.0,Great,Under 1000
Samsung,B0B4F5L738,"Samsung Galaxy M13 5G (Aqua Green, 6GB, 128GB Storage) | 5000mAh Battery | Upto 12GB RAM with RAM Plus",Electronics,Mobiles&Accessories,Smartphones&BasicMobiles,13999.0,19499.0,28.0,4.1,18998.0,265953002.0,Great,Premium
Gizga,B08MTCKDYN,"Gizga Essentials Spiral Cable Protector Cord Saver for Mac Charger, iPhone Charger, Wire Protector, Lightweight Durable Flexible Wire Winder for Charging Cables, Data Cables, Earphones, Pack of 10",Electronics,Mobiles&Accessories,MobileAccessories,119.0,299.0,60.0,4.1,5999.0,713881.0,Great,Under 1000
Redmi,B09QS8V5N8,"Redmi Note 11 (Space Black, 4GB RAM, 64GB Storage)|90Hz FHD+ AMOLED Display | Qualcomm® Snapdragon™ 680-6nm | 33W Charger Included",Electronics,Mobiles&Accessories,Smartphones&BasicMobiles,12999.0,17999.0,28.0,4.1,50772.0,659985228.0,Great,Premium
Redmi,B09T2WRLJJ,"Redmi Note 11 Pro + 5G (Phantom White, 8GB RAM, 128GB Storage) | 67W Turbo Charge | 120Hz Super AMOLED Display | Additional Exchange Offers | Charger Included",Electronics,Mobiles&Accessories,Smartphones&BasicMobiles,20999.0,26999.0,22.0,3.9,25824.0,542278176.0,Good,Premium
Usb,B089WB69Y1,"USB Charger, Oraimo Elite Dual Port 5V/2.4A Wall Charger, USB Wall Charger Adapter for iPhone 11/Xs/XS Max/XR/X/8/7/6/Plus, iPad Pro/Air 2/Mini 3/Mini 4, Samsung S4/S5, and More",Electronics,Mobiles&Accessories,MobileAccessories,249.0,649.0,62.0,4.0,14404.0,3586596.0,Good,Under 1000
Goldmedal,B0116MIKKC,Goldmedal Curve Plus 202042 Plastic Spice 3-Pin 240V Universal Travel Adaptor (White),Electronics,Mobiles&Accessories,MobileAccessories,99.0,171.0,42.0,4.5,11339.0,1122561.0,Great,Under 1000
Wecool,B09P858DK8,"WeCool C1 Car Mobile Holder with One Click Technology,360° Rotational, Strong Suction Cup,Compatible with 4 to 6 Inch Devices, Wildshield and Dashboard Mobile Holder for Car, and Use",Electronics,Mobiles&Accessories,MobileAccessories,489.0,1999.0,76.0,4.0,3626.0,1773114.0,Good,Under 1000
Hp,B07DJLFMPS,HP 32GB Class 10 MicroSD Memory Card (U1 TF Card 32GB),Electronics,Accessories,MemoryCards,369.0,1600.0,77.0,4.0,32625.0,12038625.0,Good,Under 1000
Iqoo,B07WHQWXL7,"iQOO Z6 44W by vivo (Lumina Blue, 6GB RAM, 128GB Storage) | 6.44"" FHD+ AMOLED Display | 50% Charge in just 27 mins | in-Display Fingerprint Scanning",Electronics,Mobiles&Accessories,Smartphones&BasicMobiles,15499.0,20999.0,26.0,4.1,19252.0,298386748.0,Great,Premium
Iqoo,B07WDK3ZS6,"iQOO Z6 Lite 5G by vivo (Mystic Night, 6GB RAM, 128GB Storage) | World's First Snapdragon 4 Gen 1 | 120Hz Refresh Rate | 5000mAh Battery | Travel Adapter to be Purchased Separately",Electronics,Mobiles&Accessories,Smartphones&BasicMobiles,15499.0,18999.0,18.0,4.1,19252.0,298386748.0,Great,Premium
Redmi,B09T2S8X9C,"Redmi Note 11 Pro + 5G (Stealth Black, 8GB RAM, 256GB Storage) | 67W Turbo Charge | 120Hz Super AMOLED Display | Additional Exchange Offers | Charger Included",Electronics,Mobiles&Accessories,Smartphones&BasicMobiles,22999.0,28999.0,21.0,3.9,25824.0,593926176.0,Good,Premium
Boat,B07S9S86BF,boAt Bassheads 242 in Ear Wired Earphones with Mic(Active Black),Electronics,"Headphones,Earbuds&Accessories",Headphones,599.0,1490.0,60.0,4.1,161679.0,96845721.0,Great,Under 1000
Portronics,B07N8RQ6W7,Portronics MODESK POR-122 Universal Mobile Tabletop Holder (Black),Electronics,Mobiles&Accessories,MobileAccessories,134.0,699.0,81.0,4.1,16685.0,2235790.0,Great,Under 1000
Realme,B09FKDH6FS,"realme narzo 50i (Mint Green, 2GB RAM+32GB Storage) Octa Core Processor | 6.5"" inch Large Display",Electronics,Mobiles&Accessories,Smartphones&BasicMobiles,7499.0,7999.0,6.0,4.0,30907.0,231771593.0,Good,Budget
Mi,B08HVJCW95,MI 10000mAh 3i Lithium Polymer Power Bank Dual Input(Micro-USB and Type C) and Output Ports 18W Fast Charging (Metallic Blue),Electronics,Mobiles&Accessories,MobileAccessories,1149.0,2199.0,48.0,4.3,178912.0,205569888.0,Great,Budget
Nokia,B09YDFDVNS,"Nokia 105 Plus Single SIM, Keypad Mobile Phone with Wireless FM Radio, Memory Card Slot and MP3 Player | Red",Electronics,Mobiles&Accessories,Smartphones&BasicMobiles,1324.0,1699.0,22.0,4.0,128311.0,169883764.0,Good,Budget
Iqoo,B07WGPKTS4,"iQOO Z6 44W by vivo (Raven Black, 4GB RAM, 128GB Storage) | 6.44"" FHD+ AMOLED Display | 50% Charge in just 27 mins | in-Display Fingerprint Scanning",Electronics,Mobiles&Accessories,Smartphones&BasicMobiles,13999.0,19999.0,30.0,4.1,19252.0,269508748.0,Great,Premium
Ambrane,B09MZCQYHZ,"Ambrane 10000mAh Slim Power Bank, 20W Fast Charging, Dual Output, Type C PD (Input & Output), Quick Charge, Li-Polymer, Multi-Layer Protection for iPhone, Anrdoid & Other Devices (Stylo 10K, Green)",Electronics,Mobiles&Accessories,MobileAccessories,999.0,1599.0,38.0,4.0,7222.0,7214778.0,Good,Under 1000
Samsung,B0B4F2ZWL3,"Samsung Galaxy M13 (Stardust Brown, 6GB, 128GB Storage) | 6000mAh Battery | Upto 12GB RAM with RAM Plus",Electronics,Mobiles&Accessories,Smartphones&BasicMobiles,12999.0,17999.0,28.0,4.1,18998.0,246955002.0,Great,Premium
Oppo,B08VB2CMR3,"OPPO A74 5G (Fluid Black, 6GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers",Electronics,Mobiles&Accessories,Smartphones&BasicMobiles,15490.0,20990.0,26.0,4.2,32916.0,509868840.0,Great,Premium
Spigen,B095RTJH1M,Spigen EZ Fit Tempered Glass Screen Protector Guard for iPhone 14/13/13 Pro - 2 Pack,Electronics,Mobiles&Accessories,MobileAccessories,999.0,2899.0,66.0,4.6,26603.0,26576397.0,Excellent,Under 1000
Noise,B097R25DP7,"Noise ColorFit Pulse Smartwatch with 3.56 cm (1.4"") Full Touch HD Display, SpO2, Heart Rate, Sleep Monitors & 10-Day Battery - Jet Black",Electronics,WearableTechnology,SmartWatches,1599.0,4999.0,68.0,4.0,67950.0,108652050.0,Good,Budget
Nokia,B09YDFKJF8,"Nokia 105 Plus Single SIM, Keypad Mobile Phone with Wireless FM Radio, Memory Card Slot and MP3 Player | Charcoal",Electronics,Mobiles&Accessories,Smartphones&BasicMobiles,1324.0,1699.0,22.0,4.0,128311.0,169883764.0,Good,Budget
Iqoo,B07WDK3ZS2,"iQOO Z6 Pro 5G by vivo (Legion Sky, 8GB RAM, 128GB Storage) | Snapdragon 778G 5G | 66W FlashCharge | 1300 nits Peak Brightness | HDR10+",Electronics,Mobiles&Accessories,Smartphones&BasicMobiles,20999.0,29990.0,30.0,4.3,9499.0,199469501.0,Great,Premium
Mi,B08RZ5K9YH,MI 33W SonicCharge 2.0 USB Charger for Cellular Phones - White,Electronics,Mobiles&Accessories,MobileAccessories,999.0,1999.0,50.0,4.3,1777.0,1775223.0,Great,Under 1000
Oppo,B08444S68L,"OPPO A31 (Mystery Black, 6GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers",Electronics,Mobiles&Accessories,Smartphones&BasicMobiles,12490.0,15990.0,22.0,4.2,58506.0,730739940.0,Great,Premium
Iqoo,B07WHQBZLS,"iQOO vivo Z6 5G (Chromatic Blue, 8GB RAM, 128GB Storage) | Snapdragon 695-6nm Processor | 120Hz FHD+ Display | 5000mAh Battery",Electronics,Mobiles&Accessories,Smartphones&BasicMobiles,17999.0,21990.0,18.0,4.0,21350.0,384278650.0,Good,Premium
Motorola,B09JS562TP,"Motorola a10 Dual Sim keypad Mobile with 1750 mAh Battery, Expandable Storage Upto 32GB, Wireless FM with Recording - Rose Gold",Electronics,Mobiles&Accessories,Smartphones&BasicMobiles,1399.0,1630.0,14.0,4.0,9378.0,13119822.0,Good,Budget
Boat,B09V17S2BG,"boAt Wave Lite Smartwatch with 1.69"" HD Display, Heart Rate & SpO2 Level Monitor, Multiple Watch Faces, Activity Tracker, Multiple Sports Modes & IP68 (Deep Blue)",Electronics,WearableTechnology,SmartWatches,1499.0,6990.0,79.0,3.9,21796.0,32672204.0,Good,Budget
Boat,B0B5CGTBKV,"boAt Wave Call Smart Watch, Smart Talk with Advanced Dedicated Bluetooth Calling Chip, 1.69” HD Display with 550 NITS & 70% Color Gamut, 150+ Watch Faces, Multi-Sport Modes,HR,SpO2(Caribbean Green)",Electronics,WearableTechnology,SmartWatches,1999.0,7990.0,75.0,3.8,17833.0,35648167.0,Good,Budget
Spigen,B0B23LW7NV,Spigen EZ Fit Tempered Glass Screen Protector for iPhone 14 Pro Max - 2 Pack (Sensor Protection),Electronics,Mobiles&Accessories,MobileAccessories,999.0,2899.0,66.0,4.7,7779.0,7771221.0,Excellent,Under 1000
Kingone,B09KGV7WSV,"KINGONE Upgraded Stylus Pen, iPad Pencil, Ultra High Precision & Sensitivity, Palm Rejection, Prevents False ON/Off Touch, Power Display, Tilt Sensitivity, Magnetic Adsorption for iPad 2018 and Later",Electronics,Mobiles&Accessories,MobileAccessories,2099.0,5999.0,65.0,4.3,17129.0,35953771.0,Great,Budget
Portronics,B0971DWFDT,"Portronics CarPower Mini Car Charger with Dual Output, Fast Charging (Type C PD 18W + QC 3.0A) Compatible with All Smartphones(Black)",Electronics,Mobiles&Accessories,MobileAccessories,337.0,699.0,52.0,4.2,4969.0,1674553.0,Great,Under 1000
Boat,B0BNV7JM5Y,"boAt Newly Launched Wave Electra with 1.81"" HD Display, Smart Calling with Ultra-Seamless BT Calling Chip,20 Built-In Watch Faces,100 + Sports Modes,Menu Personalization,In-Built Games(Charcoal Black)",Electronics,WearableTechnology,SmartWatches,2999.0,7990.0,62.0,4.1,154.0,461846.0,Great,Budget
Ptron,B0B53QFZPY,"PTron Newly Launched Force X10 Bluetooth Calling Smartwatch with 1.7"" Full Touch Color Display, Real Heart Rate Monitor, SpO2, Watch Faces, 5 Days Runtime, Fitness Trackers & IP68 Waterproof (Pink)",Electronics,WearableTechnology,SmartWatches,1299.0,5999.0,78.0,3.3,4415.0,5735085.0,Good,Budget
Iqoo,B07WJWRNVK,"iQOO vivo Z6 5G (Dynamo Black, 6GB RAM, 128GB Storage) | Snapdragon 695-6nm Processor | 120Hz FHD+ Display | 5000mAh Battery",Electronics,Mobiles&Accessories,Smartphones&BasicMobiles,16499.0,20990.0,21.0,4.0,21350.0,352253650.0,Good,Premium
Samsung,B01F25X6RQ,Samsung Ehs64 Ehs64Avfwecinu Hands-Free Wired In Ear Earphones With Mic With Remote Note (White),Electronics,"Headphones,Earbuds&Accessories",Headphones,499.0,499.0,0.0,4.2,31539.0,15737961.0,Great,Under 1000
Spigen,B0B244R4KB,Spigen EZ Fit Tempered Glass Screen Protector for iPhone 14 Pro - 2 Pack (Sensor Protection),Electronics,Mobiles&Accessories,MobileAccessories,999.0,2899.0,66.0,4.6,6129.0,6122871.0,Excellent,Under 1000
Samsung,B0BMGG6NKT,"Samsung Galaxy M04 Dark Blue, 4GB RAM, 128GB Storage | Upto 8GB RAM with RAM Plus | MediaTek Helio P35 | 5000 mAh Battery",Electronics,Mobiles&Accessories,Smartphones&BasicMobiles,10499.0,13499.0,22.0,4.2,284.0,2981716.0,Great,Premium
Swapkart,B092JHPL72,"SWAPKART Flexible Mobile Tabletop Stand, Metal Built, Heavy Duty Foldable Lazy Bracket Clip Mount Multi Angle Clamp for All Smartphones (Pack of 1), Multi Color",Electronics,Mobiles&Accessories,MobileAccessories,251.0,999.0,75.0,3.7,3234.0,811734.0,Good,Under 1000
Redmi,B09GFM8CGS,"Redmi 9A Sport (Carbon Black, 2GB RAM, 32GB Storage) | 2GHz Octa-core Helio G25 Processor | 5000 mAh Battery",Electronics,Mobiles&Accessories,Smartphones&BasicMobiles,6499.0,7999.0,19.0,4.1,313832.0,2039594168.0,Great,Budget
Fire-Boltt,B0B3MWYCHQ,"Fire-Boltt Ring 3 Smart Watch 1.8 Biggest Display with Advanced Bluetooth Calling Chip, Voice Assistance,118 Sports Modes, in Built Calculator & Games, SpO2, Heart Rate Monitoring",Electronics,WearableTechnology,SmartWatches,2999.0,9999.0,70.0,4.2,20879.0,62616121.0,Great,Budget
Amozo,B09J2MM5C6,Amozo Ultra Hybrid Camera and Drop Protection Back Cover Case for iPhone 13 (TPU + Polycarbonate | Crystal Transparent),Electronics,Mobiles&Accessories,MobileAccessories,279.0,1499.0,81.0,4.2,2646.0,738234.0,Great,Under 1000
Elv,B07Q4QV1DL,"ELV Aluminum Adjustable Mobile Phone Foldable Tabletop Stand Dock Mount for All Smartphones, Tabs, Kindle, iPad (Black)",Electronics,Mobiles&Accessories,MobileAccessories,269.0,1499.0,82.0,4.5,28978.0,7795082.0,Great,Under 1000
Tecno,B0B56YRBNT,"Tecno Spark 9 (Sky Mirror, 6GB RAM,128GB Storage) | 11GB Expandable RAM | Helio G37 Gaming Processor",Electronics,Mobiles&Accessories,Smartphones&BasicMobiles,8999.0,13499.0,33.0,3.8,3145.0,28301855.0,Good,Budget
Jbl,B01DF26V7A,"JBL C100SI Wired In Ear Headphones with Mic, JBL Pure Bass Sound, One Button Multi-function Remote, Premium Metallic Finish, Angled Buds for Comfort fit (Red)",Electronics,"Headphones,Earbuds&Accessories",Headphones,599.0,1299.0,54.0,4.1,192589.0,115360811.0,Great,Under 1000
Tukzer,B08K4PSZ3V,"Tukzer Capacitive Stylus Pen for Touch Screens Devices, Fine Point, Lightweight Metal Body with Magnetism Cover Cap for Smartphones/Tablets/iPad/iPad Pro/iPhone (Grey)",Electronics,Mobiles&Accessories,MobileAccessories,349.0,999.0,65.0,3.8,16557.0,5778393.0,Good,Under 1000
Samsung,B0B4F1YC3J,"Samsung Galaxy M13 5G (Aqua Green, 6GB, 128GB Storage) | 5000mAh Battery | Upto 12GB RAM with RAM Plus",Electronics,Mobiles&Accessories,Smartphones&BasicMobiles,13999.0,19499.0,28.0,4.1,18998.0,265953002.0,Great,Premium
Tukzer,B08K4RDQ71,"Tukzer Capacitive Stylus Pen for Touch Screens Devices, Fine Point, Lightweight Metal Body with Magnetism Cover Cap for Smartphones/Tablets/iPad/iPad Pro/iPhone (White)",Electronics,Mobiles&Accessories,MobileAccessories,349.0,999.0,65.0,3.8,16557.0,5778393.0,Good,Under 1000
Mi,B085CZ3SR1,Mi 10W Wall Charger for Mobile Phones with Micro USB Cable (Black),Electronics,Mobiles&Accessories,MobileAccessories,499.0,599.0,17.0,4.2,21916.0,10936084.0,Great,Under 1000
Fire-Boltt,B09YV3K34W,"Fire-Boltt India's No 1 Smartwatch Brand Talk 2 Bluetooth Calling Smartwatch with Dual Button, Hands On Voice Assistance, 60 Sports Modes, in Built Mic & Speaker with IP68 Rating",Electronics,WearableTechnology,SmartWatches,2199.0,9999.0,78.0,4.2,29472.0,64808928.0,Great,Budget
Striff,B09Z6WH2N1,"STRIFF 12 Pieces Highly Flexible Silicone Micro USB Protector, Mouse Cable Protector, Suit for All Cell Phones, Computers and Chargers (White)",Electronics,Mobiles&Accessories,MobileAccessories,95.0,499.0,81.0,4.2,1949.0,185155.0,Great,Under 1000
Flix,B09NL4DJ2Z,"FLiX (Beetel) USB to Type C PVC Data Sync & 2A Smartphone Fast Charging Cable, Made in India, 480Mbps Data Sync, Tough Cable, 1 Meter Long USB Cable for USB Type C Devices Black XCD-C12",Computers&Accessories,Accessories&Peripherals,Cables&Accessories,139.0,249.0,44.0,4.0,9377.0,1303403.0,Good,Under 1000
Noise,B0BGSV43WY,"Noise ColorFit Pro 4 Alpha Bluetooth Calling Smart Watch with 1.78 AMOLED Display, Tru Sync, 60hz Refresh Rate, instacharge, Gesture Control, Functional 360 Digital Crown (Jet Black)",Electronics,WearableTechnology,SmartWatches,4499.0,7999.0,44.0,3.5,37.0,166463.0,Good,Budget
Elv,B0926V9CTV,Elv Mobile Phone Mount Tabletop Holder for Phones and Tablets - Black,Electronics,Mobiles&Accessories,MobileAccessories,89.0,599.0,85.0,4.3,2351.0,209239.0,Great,Under 1000
Iqoo,B07WGPKMP5,"iQOO Z6 44W by vivo (Raven Black, 6GB RAM, 128GB Storage) | 6.44"" FHD+ AMOLED Display | 50% Charge in just 27 mins | in-Display Fingerprint Scanning",Electronics,Mobiles&Accessories,Smartphones&BasicMobiles,15499.0,20999.0,26.0,4.1,19253.0,298402247.0,Great,Premium
Redmi,B0BBFJ9M3X,"Redmi 11 Prime 5G (Meadow Green, 4GB RAM 64GB ROM) | Prime Design | MTK Dimensity 700 | 50 MP Dual Cam | 5000mAh | 7 Band 5G",Electronics,Mobiles&Accessories,Smartphones&BasicMobiles,13999.0,15999.0,13.0,3.9,2180.0,30517820.0,Good,Premium
Noise,B09PLFJ7ZW,"Noise Pulse Buzz 1.69"" Bluetooth Calling Smart Watch with Call Function, 150 Watch Faces, 60 Sports Modes, Spo2 & Heart Rate Monitoring, Calling Smart Watch for Men & Women - Rose Pink",Electronics,WearableTechnology,SmartWatches,1999.0,4999.0,60.0,3.9,7571.0,15134429.0,Good,Budget
Ptron,B0B53NXFFR,"PTron Newly Launched Force X10 Bluetooth Calling Smartwatch with 1.7"" Full Touch Display, Real Heart Rate Monitor, SpO2, Watch Faces, 5 Days Runtime, Health/Fitness Trackers & IP68 Waterproof (Black)",Electronics,WearableTechnology,SmartWatches,1399.0,5999.0,77.0,3.3,4415.0,6176585.0,Good,Budget
Portronics,B07GNC2592,Portronics CLAMP X Car-Vent Mobile Holder 360 Degree Rotational(Black),Electronics,Mobiles&Accessories,MobileAccessories,599.0,999.0,40.0,4.0,18654.0,11173746.0,Good,Under 1000
Ptron,B09TP5KBN7,"pTron Volta Dual Port 12W Smart USB Charger Adapter, Multi-Layer Protection, Made in India, BIS Certified, Fast Charging Power Adaptor Without Cable for All iOS & Android Devices (Black)",Electronics,Mobiles&Accessories,MobileAccessories,199.0,1099.0,82.0,4.0,3197.0,636203.0,Good,Under 1000
Boat,B0949SBKMP,"boAt Flash Edition Smart Watch with Activity Tracker, Multiple Sports Modes, 1.3"" Screen, 170+ Watch Faces, Sleep Monitor, Gesture, Camera & Music Control, IP68 & 7 Days Battery Life(Lightning Black)",Electronics,WearableTechnology,SmartWatches,1799.0,6990.0,74.0,4.0,26880.0,48357120.0,Good,Budget
Boat,B09V175NP7,"boAt Wave Lite Smartwatch with 1.69 Inches(4.29cm) HD Display, Heart Rate & SpO2 Level Monitor, Multiple Watch Faces, Activity Tracker, Multiple Sports Modes & IP68 (Scarlet Red)",Electronics,WearableTechnology,SmartWatches,1499.0,6990.0,79.0,3.9,21796.0,32672204.0,Good,Budget
Iqoo,B07WHSJXLF,"iQOO Z6 Pro 5G by vivo (Phantom Dusk, 8GB RAM, 128GB Storage) | Snapdragon 778G 5G | 66W FlashCharge | 1300 nits Peak Brightness | HDR10+",Electronics,Mobiles&Accessories,Smartphones&BasicMobiles,20999.0,29990.0,30.0,4.3,9499.0,199469501.0,Great,Premium
Samsung,B0BD3T6Z1D,"Samsung Galaxy M32 Prime Edition (Light Blue, 4GB RAM, 64GB)",Electronics,Mobiles&Accessories,Smartphones&BasicMobiles,12999.0,13499.0,4.0,4.1,56098.0,729217902.0,Great,Premium
Redmi,B09LHYZ3GJ,"Redmi Note 11T 5G (Matte Black, 6GB RAM, 128GB ROM)| Dimensity 810 5G | 33W Pro Fast Charging | Charger Included | Additional Exchange Offers|Get 2 Months of YouTube Premium Free!",Electronics,Mobiles&Accessories,Smartphones&BasicMobiles,16999.0,20999.0,19.0,4.1,31822.0,540942178.0,Great,Premium
Iqoo,B07WFPMGQQ,"iQOO Z6 Pro 5G by vivo (Legion Sky, 6GB RAM, 128GB Storage) | Snapdragon 778G 5G | 66W FlashCharge | 1300 nits Peak Brightness | HDR10+",Electronics,Mobiles&Accessories,Smartphones&BasicMobiles,19999.0,27990.0,29.0,4.3,9499.0,189970501.0,Great,Premium
Redmi,B09QS9X9L8,"Redmi Note 11 (Horizon Blue, 6GB RAM, 64GB Storage)|90Hz FHD+ AMOLED Display | Qualcomm® Snapdragon™ 680-6nm | 33W Charger Included",Electronics,Mobiles&Accessories,Smartphones&BasicMobiles,12999.0,18999.0,32.0,4.1,50772.0,659985228.0,Great,Premium
Noise,B0B6BLTGTT,"Noise Pulse 2 Max Advanced Bluetooth Calling Smart Watch with 1.85'' TFT and 550 Nits Brightness, Smart DND, 10 Days Battery, 100 Sports Mode, Smartwatch for Men and Women - (Jet Black)",Electronics,WearableTechnology,SmartWatches,2999.0,5999.0,50.0,4.1,7148.0,21436852.0,Great,Budget
Myvn,B084DTMYWK,Myvn 30W Warp/20W Dash Charging Usb Type C Charger Cable Compatible For Cellular Phones Oneplus 8T 8 8Pro 7 Pro / 7T / 7T Pro Nord And Oneplus 3 / 3T / 5 / 5T / 6 / 6T / 7,Electronics,Mobiles&Accessories,MobileAccessories,329.0,999.0,67.0,4.2,3492.0,1148868.0,Great,Under 1000
